61.8072.358
Time(days)     V    Verr    R    Rerr
  378.61     19.327    0.058   18.979    0.046
  397.76     19.434    0.122  -99.000  -99.000
  419.65     19.298    0.038  -99.000  -99.000
  420.69     19.249    0.055  -99.000  -99.000
  445.59     19.312    0.055  -99.000  -99.000
  457.63     19.274    0.117  -99.000  -99.000
  502.48     19.327    0.047  -99.000  -99.000
  512.45     19.317    0.072  -99.000  -99.000
  540.81     19.298    0.076   18.990    0.054
  565.81     19.172    0.072   18.909    0.063
  580.73     19.283    0.138   18.962    0.080
  587.77     19.225    0.073   18.992    0.066
  595.76     19.255    0.062   19.043    0.062
  599.61     19.150    0.061   18.912    0.039
  610.68     19.109    0.127   18.828    0.089
  629.71     19.219    0.039   18.949    0.032
  633.75     19.243    0.038   18.946    0.031
  634.65     19.231    0.046   18.935    0.037
  647.69     19.213    0.092   19.014    0.085
  660.56     19.301    0.046   19.043    0.042
  666.67     19.449    0.129   19.032    0.065
  684.62     19.302    0.036   19.033    0.021
  688.68     19.392    0.080   19.017    0.056
  692.68     19.284    0.036   19.011    0.030
  694.56     19.247    0.055   19.019    0.043
  749.75     19.333    0.100  -99.000  -99.000
  752.58     19.375    0.063   19.090    0.050
  755.72     18.926    0.170  -99.000  -99.000
  827.62     19.265    0.086  -99.000  -99.000
  863.52     19.333    0.238  -99.000  -99.000
  866.50     19.315    0.416  -99.000  -99.000
  889.80     19.251    0.139   18.926    0.121
  909.76     19.440    0.207   19.056    0.120
  923.75     19.281    0.069   19.018    0.062
  930.72     19.358    0.139   19.065    0.116
  936.79     19.243    0.074   19.001    0.057
  949.78     19.215    0.060   18.959    0.050
  955.78     19.353    0.046   19.056    0.037
  968.74     19.218    0.054  -99.000  -99.000
  984.69     19.245    0.074   18.948    0.054
  993.72    -99.000  -99.000   18.941    0.177
 1007.69     19.227    0.030   18.986    0.026
 1016.71     19.339    0.026   19.049    0.023
 1026.67     19.288    0.039   19.029    0.035
 1067.67     19.307    0.024   19.045    0.023
 1068.68     19.314    0.032   19.068    0.028
 1069.69     19.280    0.025   19.039    0.022
 1073.67     19.253    0.038   19.000    0.032
 1074.68     19.337    0.024   19.037    0.023
 1077.72     19.224    0.077   19.078    0.078
 1080.73     19.440    0.102  -99.000  -99.000
 1093.54     19.280    0.040   19.029    0.035
 1100.73     19.222    0.057  -99.000  -99.000
 1105.57     19.259    0.034   19.035    0.028
 1107.66     19.201    0.050  -99.000  -99.000
 1115.75     19.421    0.078  -99.000  -99.000
 1128.65     19.236    0.052  -99.000  -99.000
 1132.51     19.275    0.039  -99.000  -99.000
 1137.57     19.301    0.050  -99.000  -99.000
 1144.76     19.217    0.171  -99.000  -99.000
 1162.63     19.189    0.081  -99.000  -99.000
 1164.56     19.267    0.059  -99.000  -99.000
 1166.57     19.120    0.070  -99.000  -99.000
 1167.59     19.202    0.083  -99.000  -99.000
 1172.59     19.159    0.078  -99.000  -99.000
 1176.61     18.543    0.090  -99.000  -99.000
 1179.52     19.273    0.047  -99.000  -99.000
 1182.52     19.280    0.036  -99.000  -99.000
 1184.53     19.220    0.046  -99.000  -99.000
 1187.55     19.213    0.033  -99.000  -99.000
 1195.53     19.285    0.064  -99.000  -99.000
 1204.52     19.219    0.068  -99.000  -99.000
 1209.45     19.306    0.033  -99.000  -99.000
 1220.52     19.282    0.065  -99.000  -99.000
 1250.39     19.384    0.044  -99.000  -99.000
 1267.40     19.358    0.047  -99.000  -99.000
 1299.71     19.364    0.084   19.093    0.066
 1309.73     19.502    0.183   19.164    0.122
 1310.82     19.604    0.055   19.153    0.037
 1313.61     19.549    0.223   19.062    0.114
 1315.74     19.286    0.107   19.106    0.087
 1318.82     19.443    0.085   19.095    0.050
 1320.80     19.397    0.048   19.042    0.032
