207.16316.446
Time(days)     V    Verr    R    Rerr
  232.61     18.461    0.025   18.235    0.021
  521.73     18.520    0.050   18.279    0.039
  533.69     18.514    0.089   18.291    0.069
  538.71     18.513    0.084   18.343    0.065
  539.64     18.556    0.101   18.355    0.075
  540.64     18.542    0.032   18.362    0.030
  541.64     18.510    0.045   18.301    0.037
  542.61     18.555    0.082   18.336    0.063
  543.61     18.552    0.057   18.350    0.048
  546.60     18.589    0.066   18.503    0.065
  555.58     18.538    0.076   18.364    0.065
  557.56     18.597    0.072   18.367    0.071
  558.62     18.656    0.092   18.370    0.067
  560.58     18.596    0.113   18.327    0.077
  561.60     18.584    0.034   18.378    0.031
  562.62     18.599    0.031   18.347    0.026
  563.55     18.593    0.096   18.298    0.067
  565.58     18.547    0.089   18.298    0.060
  566.60     18.574    0.037   18.343    0.032
  571.54     18.498    0.061   18.314    0.051
  572.55     18.490    0.036   18.329    0.034
  573.55     18.490    0.026   18.310    0.025
  576.55     18.585    0.234   18.228    0.142
  580.56     18.465    0.061   18.347    0.055
  581.56     18.506    0.046   18.221    0.044
  582.50     18.451    0.049   18.267    0.045
  585.54     18.484    0.043   18.265    0.035
  586.54     18.449    0.070   18.300    0.056
  587.55     18.514    0.277   18.308    0.162
  588.56     18.486    0.031   18.297    0.030
  592.51     18.544    0.150   18.309    0.113
  593.52     18.500    0.131   18.274    0.085
  594.48     18.440    0.065   18.289    0.054
  595.48     18.520    0.057   18.304    0.056
  596.53     18.501    0.057   18.274    0.047
  598.51     18.533    0.290   18.069    0.136
  599.49     18.546    0.027   18.334    0.029
  600.50     18.511    0.030   18.348    0.028
  601.51     18.502    0.029   18.286    0.025
  604.50     18.448    0.057   18.242    0.048
  610.47     18.555    0.105   18.250    0.076
  632.43     18.605    0.072   18.342    0.052
  633.46     18.539    0.024   18.338    0.022
  634.45     18.571    0.037   18.349    0.035
  637.44     18.570    0.042   18.411    0.041
  642.43     18.547    0.074   18.383    0.064
  643.46     18.494    0.031   18.329    0.032
  644.50     18.542    0.028   18.334    0.025
  645.45     18.545    0.039   18.354    0.033
  648.49     18.585    0.085   18.412    0.097
  664.46     18.574    0.022   18.371    0.022
  666.49     18.507    0.113   18.344    0.091
  668.41     18.513    0.038   18.353    0.034
  679.47     18.597    0.026   18.352    0.025
  684.41     18.552    0.027   18.351    0.023
  686.52     18.521    0.028   18.326    0.023
  688.42    -99.000  -99.000   18.273    0.118
  688.47     18.522    0.060   18.259    0.044
  689.43     18.518    0.016   18.337    0.018
  690.43     18.534    0.094   18.311    0.067
  692.43     18.499    0.076   18.262    0.059
  694.43     18.535    0.030   18.336    0.032
  749.58     18.508    0.049   18.331    0.035
  752.60     18.452    0.061   18.322    0.046
  753.63     18.506    0.084   18.376    0.055
  754.62     18.498    0.165   18.492    0.130
  761.62     18.523    0.075   18.346    0.053
  763.59     18.482    0.073   18.351    0.056
  767.57     18.547    0.059   18.321    0.041
  775.56     18.560    0.027   18.359    0.020
  776.55     18.612    0.106   18.356    0.064
  781.56     18.615    0.191   18.650    0.234
  782.55     18.506    0.058   18.333    0.036
  783.58     18.572    0.098   18.363    0.058
  788.60     18.354    0.165   18.181    0.126
  789.27     18.411    0.096   18.352    0.088
  791.52     18.289    0.246   18.122    0.197
  791.58     18.690    0.172   18.373    0.089
  792.54     18.492    0.081   18.278    0.050
  793.52     18.489    0.126   18.338    0.091
  800.51     18.557    0.130   18.406    0.093
  801.50    -99.000  -99.000   18.243    0.258
  803.48     18.555    0.074   18.353    0.050
  806.48     18.595    0.056   18.331    0.035
  810.48     18.627    0.150   18.451    0.107
  811.47     18.619    0.102   18.367    0.060
  813.46    -99.000  -99.000   18.400    0.072
  819.53     18.790    0.195   18.639    0.171
  821.52     18.586    0.176   18.489    0.120
  823.46     18.598    0.048   18.381    0.033
  824.53     18.557    0.040   18.380    0.026
  825.43    -99.000  -99.000   18.556    0.212
  826.43     18.539    0.048   18.326    0.032
  827.42     18.545    0.031   18.364    0.023
  828.43     18.557    0.040   18.402    0.029
  829.41     18.555    0.069   18.356    0.051
  833.78     18.602    0.054   18.389    0.043
  834.40     18.581    0.030   18.355    0.023
  835.46     18.571    0.147   18.421    0.104
  836.78     18.606    0.055   18.394    0.044
  837.40    -99.000  -99.000   18.383    0.107
  838.41     18.484    0.125   18.319    0.088
  839.39     18.540    0.061   18.315    0.040
  840.39     18.634    0.144   18.380    0.090
  841.39     18.535    0.085   18.367    0.066
  843.39     18.521    0.049   18.362    0.041
  845.79     18.545    0.101   18.349    0.084
  846.43    -99.000  -99.000   18.391    0.406
  846.78     18.667    0.084   18.339    0.054
  847.43     18.413    0.335   18.821    0.670
  847.82     18.590    0.096   18.386    0.073
  848.40     18.506    0.062   18.346    0.043
  849.44     18.447    0.089   18.314    0.062
  850.43    -99.000  -99.000   18.401    0.947
  853.81     18.566    0.016   18.385    0.018
  854.37     18.589    0.031   18.389    0.022
  855.38     18.541    0.031   18.335    0.023
  860.42     18.551    0.078   18.388    0.060
  861.78     18.623    0.019   18.428    0.021
  862.37     18.592    0.107   18.457    0.082
  863.78     18.646    0.126   18.329    0.079
  864.37     18.504    0.098   18.303    0.068
  865.38     18.498    0.091   18.342    0.060
  868.75     18.602    0.090   18.385    0.064
  869.37     18.678    0.366   18.472    0.280
  870.72     18.585    0.352   18.362    0.281
  871.75     18.670    0.100   18.400    0.103
  873.36    -99.000  -99.000   18.540    0.241
  875.75     18.722    0.352   18.455    0.205
  877.74     18.699    0.046   18.472    0.041
  881.72     18.598    0.105   18.444    0.092
  888.71     18.685    0.122   18.496    0.090
  889.34     18.489    0.115   18.334    0.097
  890.34     18.772    0.089   18.439    0.066
  893.80     18.758    0.098   18.522    0.075
  894.67     18.716    0.084   18.514    0.069
  895.69     18.714    0.034   18.518    0.035
  896.78     18.727    0.078   18.538    0.068
  897.68     18.504    0.130   18.342    0.105
  899.69     18.792    0.043   18.522    0.036
  902.72     18.753    0.062   18.518    0.046
  903.66    -99.000  -99.000   18.539    0.053
  907.63     18.629    0.098   18.427    0.071
  908.68     18.728    0.036   18.537    0.032
  909.66     18.771    0.077   18.652    0.085
  910.63     18.727    0.041   18.519    0.036
  911.64     18.625    0.223   18.519    0.180
  912.81     18.726    0.021   18.517    0.024
  913.63     18.724    0.074   18.429    0.051
  914.63     18.765    0.222   18.525    0.155
  915.64     18.703    0.065   18.483    0.047
  916.65     18.719    0.027   18.463    0.024
  917.65     18.733    0.050   18.429    0.034
  918.73     18.743    0.018   18.476    0.018
  919.61     18.700    0.020   18.488    0.019
  920.74     18.707    0.061   18.421    0.046
  922.61     18.706    0.040   18.477    0.033
  923.61     18.687    0.042   18.459    0.032
  924.57     18.731    0.044   18.521    0.033
  925.62     18.524    0.277   18.319    0.218
  926.59     18.606    0.089   18.422    0.071
  927.63     18.687    0.018   18.470    0.018
  929.60     18.674    0.035   18.530    0.032
  930.58     18.815    0.163   18.515    0.102
  932.60    -99.000  -99.000   18.593    0.129
  935.58     18.731    0.099  -99.000  -99.000
  936.55     18.669    0.025   18.451    0.024
  937.59     18.614    0.122   18.392    0.093
  938.58     18.701    0.072   18.560    0.072
  939.58     18.659    0.024   18.436    0.022
  944.57     18.655    0.025   18.428    0.020
  945.57     18.663    0.028   18.429    0.022
  946.53     18.635    0.057   18.463    0.057
  948.54     18.679    0.043   18.437    0.035
  949.54     18.674    0.033   18.451    0.027
  950.54     18.626    0.054   18.398    0.039
  951.54     18.643    0.018   18.434    0.017
  953.57     18.614    0.146   18.486    0.140
  954.52     18.610    0.067   18.419    0.054
  955.52     18.607    0.050   18.446    0.043
  956.52     18.648    0.024   18.461    0.021
  957.47     18.632    0.051   18.444    0.039
  959.48    -99.000  -99.000   18.340    0.040
  964.54     18.665    0.094   18.444    0.050
  965.51     18.689    0.031   18.458    0.029
  966.52     18.685    0.024   18.447    0.020
  967.51     18.679    0.014   18.470    0.014
  968.56     18.610    0.026   18.401    0.023
  969.53     18.649    0.022   18.433    0.020
  972.52     18.638    0.025   18.446    0.021
  973.52     18.618    0.019   18.396    0.017
  974.62     18.617    0.014   18.416    0.014
  975.58     18.657    0.053   18.354    0.042
  976.58     18.571    0.107   18.383    0.075
  979.54     18.592    0.022   18.416    0.020
  980.49     18.588    0.040   18.382    0.033
  981.56     18.608    0.018   18.418    0.016
