58.5903.69
Time(days)     V    Verr    R    Rerr
  419.62    -99.000  -99.000   18.136    0.017
  422.69     18.446    0.062   18.143    0.046
  472.57     18.477    0.029   18.137    0.021
  491.48    -99.000  -99.000   18.012    0.067
  500.46    -99.000  -99.000   18.120    0.030
  503.49     18.461    0.031   18.169    0.024
  521.45     18.706    0.483   17.942    0.164
  541.79     18.466    0.077   18.187    0.039
  560.84     18.409    0.052   18.098    0.053
  566.76     18.486    0.059   18.098    0.045
  580.78     18.376    0.044   18.154    0.035
  588.75     18.356    0.023   18.083    0.021
  599.70     18.349    0.027   18.079    0.023
  601.78     18.327    0.016   18.037    0.015
  610.74     18.354    0.064   18.082    0.048
  631.77     18.350    0.023   18.122    0.021
  634.71     18.352    0.020   18.079    0.016
  644.72     18.354    0.032   18.072    0.026
  650.58     18.346    0.018   18.088    0.017
  660.62     18.333    0.014   18.044    0.013
  666.72     18.326    0.042   18.069    0.032
  684.66     18.344    0.014   18.053    0.012
  689.65     18.382    0.036   18.079    0.028
  694.64     18.340    0.020   18.056    0.016
  752.69     18.355    0.028   18.098    0.025
  757.69    -99.000  -99.000   18.016    0.056
  783.73    -99.000  -99.000   18.026    0.027
  786.68    -99.000  -99.000   17.628    0.047
  801.57    -99.000  -99.000   17.993    0.022
  813.65    -99.000  -99.000   18.111    0.044
  828.61    -99.000  -99.000   18.093    0.043
  890.76     18.470    0.185   18.034    0.040
  914.71     18.283    0.107   18.037    0.082
  919.73     18.287    0.051   18.024    0.040
  929.75     18.354    0.028   18.036    0.024
  932.80     18.427    0.073   18.067    0.051
  948.73     18.344    0.053   18.066    0.045
  955.73     18.340    0.014   18.119    0.014
  963.76     18.332    0.076   18.053    0.050
  982.74     18.308    0.012   18.038    0.012
  996.75     18.305    0.046   18.008    0.036
  997.74     18.330    0.016   18.041    0.015
 1012.73     18.350    0.044   18.051    0.035
 1026.62     18.294    0.017   18.027    0.017
 1047.67     18.360    0.052   18.079    0.040
 1067.63     18.322    0.010   18.030    0.009
 1068.72     18.365    0.023   18.057    0.024
 1069.49     18.307    0.025   18.038    0.019
 1072.65     18.346    0.025   18.075    0.022
 1073.71     18.178    0.032   17.949    0.028
 1077.71     18.331    0.047   18.054    0.040
 1080.52     18.362    0.029   18.066    0.027
 1081.71     18.329    0.047   18.064    0.040
 1093.58     18.356    0.017   18.035    0.015
 1105.62     18.355    0.014   18.059    0.014
 1107.71     18.377    0.020   18.090    0.017
 1117.48     18.416    0.043   18.098    0.027
 1119.50    -99.000  -99.000   18.055    0.014
 1123.61    -99.000  -99.000   18.044    0.016
 1123.62    -99.000  -99.000   18.051    0.011
 1125.46    -99.000  -99.000   18.115    0.022
 1126.63    -99.000  -99.000   18.041    0.015
 1128.70     18.421    0.051   18.133    0.039
 1132.55    -99.000  -99.000   18.103    0.013
 1137.61     18.318    0.030   18.084    0.023
 1142.74    -99.000  -99.000   18.052    0.066
 1145.73    -99.000  -99.000   18.104    0.038
 1164.61    -99.000  -99.000   18.097    0.026
 1166.62     18.410    0.044   18.137    0.030
 1168.60    -99.000  -99.000   18.095    0.037
 1172.63     18.392    0.064   18.122    0.033
 1176.65     18.457    0.081   18.163    0.062
 1179.56     18.438    0.025   18.120    0.019
 1182.57    -99.000  -99.000   18.108    0.017
 1184.58    -99.000  -99.000   18.101    0.023
 1195.58    -99.000  -99.000   18.102    0.019
 1209.50    -99.000  -99.000   18.116    0.016
 1250.44    -99.000  -99.000   18.083    0.035
 1269.83     18.599    0.131   18.136    0.073
 1299.75     18.359    0.037   18.038    0.028
 1310.68     18.303    0.048   18.057    0.019
 1313.66     18.439    0.080   18.116    0.042
 1315.78     18.350    0.050   18.066    0.037
 1319.61     18.329    0.052   18.078    0.030
 1321.63     18.277    0.176   18.046    0.025
 1323.66     18.462    0.125   18.082    0.044
 1325.65     18.285    0.109   18.135    0.074
 1329.62     18.352    0.035   18.059    0.020
 1332.69     18.294    0.059   18.026    0.048
 1334.73     18.328    0.015   18.038    0.013
 1338.73     18.340    0.022   18.038    0.019
 1342.78     18.315    0.027   18.045    0.026
 1347.69     18.319    0.034   18.081    0.024
 1358.78     18.353    0.032   18.098    0.027
 1363.76     18.317    0.023   18.044    0.019
 1366.74     18.319    0.030   18.028    0.027
 1371.70     18.331    0.024   18.077    0.020
 1374.63     18.629    0.188   18.135    0.084
 1375.62    -99.000  -99.000   18.030    0.028
 1382.57     18.288    0.012   18.023    0.012
 1383.75     18.338    0.016   18.135    0.016
 1390.71     18.319    0.016   18.034    0.015
 1398.53     18.339    0.029   18.014    0.021
 1415.55     18.296    0.012   18.026    0.011
 1423.55     18.351    0.117   18.079    0.113
 1425.60     18.264    0.010   17.994    0.010
 1434.69     18.482    0.128   18.046    0.037
 1448.67     18.281    0.015   18.004    0.013
