211.16765.212
Time(days)     V    Verr    R    Rerr
  538.72     18.216    0.047  -99.000  -99.000
  539.65     18.183    0.067  -99.000  -99.000
  540.66     18.200    0.022  -99.000  -99.000
  541.65     18.155    0.030  -99.000  -99.000
  542.63     18.188    0.035  -99.000  -99.000
  546.61     18.212    0.054  -99.000  -99.000
  555.59     18.216    0.046  -99.000  -99.000
  557.58     18.162    0.033  -99.000  -99.000
  558.64     18.120    0.036  -99.000  -99.000
  560.59     18.210    0.043  -99.000  -99.000
  561.61     18.135    0.024  -99.000  -99.000
  562.62     18.186    0.022  -99.000  -99.000
  563.56     18.165    0.032  -99.000  -99.000
  565.59     18.119    0.038  -99.000  -99.000
  566.62     18.187    0.023  -99.000  -99.000
  571.56     18.171    0.038  -99.000  -99.000
  572.56     18.177    0.029  -99.000  -99.000
  573.56     18.168    0.037  -99.000  -99.000
  576.62     18.117    0.048  -99.000  -99.000
  580.58     18.262    0.055  -99.000  -99.000
  581.58     18.211    0.031  -99.000  -99.000
  585.56     18.156    0.027  -99.000  -99.000
  586.55     18.161    0.034  -99.000  -99.000
  587.56     18.111    0.076  -99.000  -99.000
  588.57     18.199    0.019  -99.000  -99.000
  592.52     18.166    0.043  -99.000  -99.000
  593.53     18.109    0.046  -99.000  -99.000
  594.49     18.218    0.034  -99.000  -99.000
  595.50     18.227    0.031  -99.000  -99.000
  596.54     18.190    0.033  -99.000  -99.000
  598.53     18.151    0.094  -99.000  -99.000
  599.51     18.170    0.024  -99.000  -99.000
  600.51     18.169    0.032  -99.000  -99.000
  601.52     18.175    0.031  -99.000  -99.000
  610.49     18.233    0.066  -99.000  -99.000
  632.45     18.224    0.045  -99.000  -99.000
  633.47     18.213    0.021  -99.000  -99.000
  634.46     18.234    0.028  -99.000  -99.000
  637.46     18.191    0.038  -99.000  -99.000
  642.44     18.196    0.028  -99.000  -99.000
  643.47     18.215    0.027  -99.000  -99.000
  644.52     18.200    0.014  -99.000  -99.000
  645.47     18.173    0.022  -99.000  -99.000
  664.47     18.217    0.021  -99.000  -99.000
  668.42     18.243    0.032  -99.000  -99.000
  679.50     18.238    0.025  -99.000  -99.000
  684.44     18.201    0.016  -99.000  -99.000
  686.55     18.227    0.016  -99.000  -99.000
  688.46     18.169    0.036  -99.000  -99.000
  689.44     18.115    0.052  -99.000  -99.000
  690.44     18.136    0.040  -99.000  -99.000
  692.44     18.124    0.043  -99.000  -99.000
  694.44     18.116    0.032  -99.000  -99.000
  749.60     18.277    0.033   17.936    0.030
  752.62     18.230    0.040   17.913    0.031
  753.65     18.168    0.069   17.898    0.045
  754.63     18.262    0.134   17.897    0.070
  761.64     18.187    0.040   17.849    0.031
  763.61     18.165    0.043   17.893    0.035
  767.58     18.194    0.031   17.938    0.030
  775.57     18.181    0.018   17.913    0.017
  776.56     18.158    0.031   17.887    0.028
  781.58     18.117    0.089   17.861    0.069
  782.56     18.163    0.045   17.839    0.032
  789.30    -99.000  -99.000   18.012    0.160
  791.59     18.091    0.162   17.735    0.095
  792.55     18.182    0.045   17.865    0.034
  793.54     18.184    0.055   17.833    0.039
  800.53     18.243    0.059   17.919    0.048
  803.50     18.169    0.026   17.875    0.022
  806.50     18.223    0.052   17.885    0.046
  810.49    -99.000  -99.000   17.371    0.127
  811.49     18.182    0.055   17.872    0.038
  813.48    -99.000  -99.000   17.924    0.057
  821.54     18.316    0.090   17.949    0.061
  823.48     18.252    0.032   17.926    0.023
  824.53     18.209    0.027   17.931    0.020
  826.45     18.181    0.031   17.879    0.027
  827.44     18.237    0.026   17.923    0.018
  828.44     18.169    0.025   17.834    0.020
  829.43    -99.000  -99.000   17.423    0.457
  833.79     18.194    0.030  -99.000  -99.000
  834.42     18.199    0.021   17.923    0.022
  835.48     18.221    0.041   17.925    0.029
  836.80     18.226    0.035  -99.000  -99.000
  837.42     18.418    0.069   17.906    0.032
  838.42     18.108    0.062   17.794    0.045
  839.40     18.469    0.114   17.930    0.052
  840.40     18.185    0.063   17.850    0.041
