64.8088.215
Time(days)     V    Verr    R    Rerr
  383.57     18.651    0.021   18.444    0.021
  397.76     18.623    0.075   18.471    0.067
  419.67     18.710    0.022   18.471    0.021
  436.59     18.714    0.054   18.435    0.044
  471.56     18.670    0.053   18.501    0.051
  494.51     18.756    0.101   18.472    0.079
  501.46     18.756    0.050   18.590    0.051
  542.79     18.712    0.091   18.502    0.086
  561.84     18.688    0.043   18.547    0.048
  571.78     18.819    0.077   18.630    0.075
  586.71     18.718    0.071   18.452    0.057
  593.71     18.783    0.096   18.688    0.102
  599.78     18.753    0.030   18.524    0.028
  632.72    -99.000  -99.000   18.573    0.028
  645.70     18.788    0.033   18.606    0.034
  650.73     18.795    0.019   18.557    0.019
  660.70     18.807    0.020   18.605    0.020
  668.67     18.809    0.069   18.552    0.058
  686.62     18.834    0.019   18.601    0.018
  690.63     18.852    0.039   18.612    0.033
  753.68     18.802    0.043   18.612    0.043
  763.71     18.854    0.054   18.591    0.042
  776.65    -99.000  -99.000   18.693    0.048
  789.43    -99.000  -99.000   18.651    0.063
  801.67    -99.000  -99.000   18.712    0.190
  801.68    -99.000  -99.000   18.420    0.141
  826.60     18.800    0.069   18.506    0.049
  838.56     18.786    0.152   18.715    0.153
  895.81     18.876    0.176   18.624    0.181
  907.78     18.834    0.093   18.642    0.079
  914.74     18.833    0.117   18.650    0.119
  930.69     19.161    0.291   18.731    0.180
  933.79     18.987    0.093   18.673    0.063
  948.80     18.878    0.066   18.622    0.061
  955.76     18.893    0.021   18.654    0.021
  964.76     19.022    0.136   18.756    0.097
  983.72     19.115    0.022   18.720    0.019
 1000.72     19.134    0.301   18.384    0.137
 1002.75     18.915    0.046   18.738    0.043
 1016.68     18.956    0.024   18.671    0.021
 1026.65     18.974    0.029   18.737    0.030
 1053.62     19.103    0.130   18.789    0.118
 1076.54     18.996    0.035   18.747    0.031
 1093.73     18.985    0.035   18.685    0.034
 1105.72     18.937    0.019   18.707    0.020
 1117.57     18.938    0.032   18.720    0.030
 1119.63    -99.000  -99.000   18.706    0.032
 1123.70    -99.000  -99.000   18.683    0.019
 1129.53     18.992    0.039   18.741    0.037
 1132.74     18.965    0.044   18.766    0.039
 1164.70     18.981    0.160   18.702    0.123
 1165.48     18.905    0.082   18.724    0.070
 1174.61     18.945    0.043   18.741    0.037
 1185.55     18.956    0.041   18.665    0.034
 1206.51     18.959    0.030   18.726    0.026
 1304.80     18.893    0.047   18.680    0.048
 1314.60     18.845    0.242   18.683    0.196
 1316.77     18.940    0.053   18.691    0.040
 1319.81     18.816    0.036   18.589    0.028
 1324.59     18.917    0.070   18.674    0.064
 1330.71     18.843    0.027   18.657    0.028
 1343.80     18.851    0.034   18.637    0.034
 1347.77     18.822    0.036   18.613    0.027
 1359.62     18.840    0.018   18.627    0.019
 1364.66     18.961    0.022   18.674    0.018
 1374.74     18.719    0.054   18.619    0.044
 1390.64     18.871    0.034   18.647    0.033
 1406.71     19.039    0.204  -99.000  -99.000
 1422.68     18.853    0.031   18.643    0.031
 1425.58     18.861    0.015   18.655    0.015
 1448.60     18.849    0.027   18.648    0.026
 1503.72     18.941    0.040   18.732    0.038
 1534.64     18.864    0.094   18.709    0.092
 1550.59     18.850    0.075   18.671    0.054
 1577.55     18.907    0.085   18.725    0.066
 1604.49     18.947    0.049   18.705    0.042
 1655.77     18.956    0.038   18.696    0.036
 1687.76     18.947    0.036   18.775    0.038
 1745.65     18.925    0.029   18.692    0.029
 1751.65     18.936    0.040   18.658    0.034
 1753.64     18.928    0.024   18.713    0.024
 1766.60     18.877    0.017   18.659    0.017
 1776.64     18.931    0.051   18.679    0.042
 1787.65     18.840    0.058   18.656    0.056
 1802.60     18.940    0.022   18.708    0.023
 1809.68     18.929    0.018   18.701    0.019
 1821.68     18.894    0.037   18.680    0.034
 1832.73     18.890    0.029   18.695    0.031
