37.5584.159
Time(days)     V    Verr    R    Rerr
  304.71     19.667    0.051   18.927    0.027
  306.68     19.549    0.036   18.866    0.020
  308.74     19.518    0.045   18.883    0.026
  315.73     19.613    0.142   18.939    0.073
  375.59     19.549    0.088   18.871    0.042
  395.73     19.598    0.080   18.903    0.037
  414.69     19.547    0.071   18.947    0.043
  419.50     19.554    0.032   18.870    0.019
  422.73     19.624    0.195   18.947    0.085
  471.58     19.610    0.067   18.917    0.033
  491.57     19.673    0.367  -99.000  -99.000
  500.54     19.700    0.143   18.934    0.063
  502.56     19.572    0.102   18.898    0.049
  512.53     19.542    0.084   18.844    0.036
  521.50    -99.000  -99.000   18.464    0.120
  541.46     19.598    0.201   18.799    0.062
  542.84     19.507    0.192   18.839    0.131
  563.80     19.924    0.469   18.799    0.133
  571.82     19.511    0.077   18.781    0.040
  586.76     19.755    0.248   19.016    0.102
  593.76     19.496    0.094   18.815    0.050
  599.82     19.588    0.081   18.790    0.049
  633.65     19.429    0.046   18.832    0.027
  646.67     19.637    0.258   18.767    0.098
  659.66     19.407    0.036   18.744    0.020
  663.70     19.471    0.056  -99.000  -99.000
  686.67     19.446    0.036   18.788    0.021
  690.67     19.502    0.052   18.815    0.030
  754.71     19.638    0.203   18.845    0.088
  767.63    -99.000  -99.000   18.767    0.033
  776.70    -99.000  -99.000   18.775    0.037
  789.52    -99.000  -99.000   18.900    0.093
  802.68    -99.000  -99.000   18.673    0.035
  837.64     19.210    0.089   18.579    0.042
  861.56     19.226    0.046   18.635    0.026
  882.53     19.294    0.061   18.640    0.030
  891.48     19.290    0.074   18.659    0.036
  917.80     19.105    0.083   18.526    0.053
  926.77     19.145    0.064   18.609    0.046
  934.38     19.189    0.137   18.606    0.074
  954.71     19.171    0.059   18.543    0.034
  957.74     19.243    0.032   18.549    0.017
  973.74     19.155    0.028   18.544    0.018
  987.71     19.280    0.076   18.608    0.039
  995.72     19.023    0.113   18.566    0.080
 1011.70     19.092    0.036   18.522    0.021
 1025.66     19.103    0.033   18.479    0.019
 1043.66     19.205    0.028   18.549    0.017
