77.7551.3853
Time(days)     V    Verr    R    Rerr
  202.63    -99.000  -99.000   19.750    0.234
  205.79    -99.000  -99.000   20.302    0.660
  206.80    -99.000  -99.000   19.856    0.254
  208.78    -99.000  -99.000   19.715    0.175
  209.82    -99.000  -99.000   19.900    0.264
  210.81    -99.000  -99.000   19.878    0.401
  211.78    -99.000  -99.000   20.044    0.217
  212.67    -99.000  -99.000   19.808    0.498
  218.78     20.023    0.210   19.804    0.272
  219.82     19.716    0.187   19.345    0.162
  220.78     20.145    0.340   19.783    0.336
  226.78     20.580    0.424   19.938    0.242
  228.77    -99.000  -99.000   20.519    0.876
  230.82     20.126    0.324   19.770    0.304
  231.71    -99.000  -99.000   19.863    0.240
  232.68    -99.000  -99.000   19.763    0.129
  233.76    -99.000  -99.000   19.590    0.137
  259.61     19.932    0.120   19.669    0.139
  261.62     19.883    0.169   19.583    0.194
  261.66     20.122    0.178   19.919    0.257
  261.70     20.170    0.212   20.142    0.379
  261.78     20.258    0.318   19.909    0.331
  262.59     19.837    0.093   19.672    0.115
  264.65    -99.000  -99.000   20.288    0.521
  269.73     20.269    0.209   19.648    0.144
  271.71     20.310    0.278   20.158    0.358
  272.69     19.890    0.082   19.706    0.109
  272.69     20.301    0.164   19.928    0.166
  272.70     20.053    0.139   19.812    0.168
  272.71     20.078    0.113   19.684    0.117
  272.71     20.306    0.235   19.884    0.207
  272.71     20.074    0.114   19.757    0.135
  273.74     20.499    0.280   19.848    0.182
  278.77     19.890    0.347   19.266    0.312
  278.77     20.112    0.136   19.822    0.155
  285.43     20.095    0.100   20.097    0.155
  285.66    -99.000  -99.000   19.836    0.148
  286.55     20.059    0.123   19.699    0.121
  291.73     21.307    0.827   20.201    0.271
  292.58     20.027    0.401   19.772    0.417
  293.66     19.750    0.116  -99.000  -99.000
  294.50     19.954    0.109   19.796    0.142
  295.69     20.010    0.075   19.911    0.119
  296.50     19.955    0.104   19.638    0.108
  297.48     19.963    0.099   19.833    0.141
  300.70     19.928    0.396  -99.000  -99.000
  304.44     20.126    0.200   19.855    0.216
  305.48     20.088    0.132   19.885    0.154
  306.43     20.219    0.225   19.929    0.220
  306.66     20.098    0.117   19.803    0.125
  308.42     19.940    0.165   20.401    0.469
  308.61     19.993    0.111   19.818    0.136
  309.75     20.469    0.249   20.036    0.219
  310.67     20.007    0.120   19.747    0.124
  315.46     20.004    0.128   19.968    0.206
  316.49     20.092    0.129   19.827    0.150
  316.65     20.127    0.187   19.703    0.161
  318.55     20.069    0.139   19.694    0.133
  318.67     20.385    0.195  -99.000  -99.000
  324.58     20.507    0.465  -99.000  -99.000
  324.70     21.107    0.746   20.908    0.928
  325.63     20.140    0.091   19.852    0.106
  326.48     20.019    0.100   19.829    0.133
  341.63     20.622    0.530   20.338    0.510
  342.47     20.367    0.391   20.013    0.350
  342.61     20.369    0.386   20.113    0.380
  343.46     20.117    0.180   19.938    0.221
  343.59     20.332    0.270   20.156    0.310
  344.69     20.054    0.250  -99.000  -99.000
  344.71     20.139    0.162   19.708    0.132
  351.51     20.349    0.231   20.407    0.436
  360.66     19.981    0.127   19.822    0.167
  360.67     20.100    0.161   19.854    0.197
  360.69     19.887    0.321   19.717    0.343
  361.46     20.171    0.169   20.091    0.253
  361.64     20.183    0.227   20.053    0.312
  362.49     20.258    0.162   19.910    0.162
  362.65     19.875    0.109   19.648    0.133
  362.72     20.107    0.148   19.805    0.157
  364.48     20.032    0.088   19.841    0.109
  364.60     19.838    0.112  -99.000  -99.000
  364.65     20.039    0.089   19.816    0.109
  365.47     19.943    0.159   19.781    0.196
  365.66     20.213    0.129   20.623    0.399
  366.60     20.402    0.282   20.268    0.376
  372.50    -99.000  -99.000   20.953    0.776
  373.44     19.967    0.115   19.839    0.162
  373.55     20.128    0.149   19.844    0.140
  373.68     20.149    0.163   19.934    0.168
  375.44     20.458    0.173   19.988    0.148
  375.55     19.949    0.152   19.682    0.159
  375.63     20.126    0.177   19.811    0.165
  375.67     20.168    0.197   19.836    0.176
  377.45     20.058    0.169   19.883    0.224
  377.63     19.991    0.355   19.890    0.450
  378.44     19.980    0.074   19.868    0.111
  378.64     20.093    0.159   19.785    0.167
  379.44     19.986    0.144   19.816    0.182
  380.48     20.221    0.412   19.831    0.376
  380.63     20.126    0.141   19.856    0.160
  381.43     20.099    0.121   19.814    0.121
  383.45     20.264    0.102   21.017    0.544
  383.63     20.192    0.186   19.915    0.207
  384.44     20.577    0.379   19.874    0.206
  384.61     20.082    0.122   19.858    0.147
  387.52    -99.000  -99.000   20.002    0.141
  387.61     20.074    0.075   19.887    0.100
  388.53     20.202    0.310   19.805    0.304
  388.61     20.325    0.304   20.260    0.447
  391.62     20.159    0.222   20.080    0.332
  392.44     20.023    0.100   19.864    0.156
  392.57    -99.000  -99.000   19.768    0.103
  393.44     19.928    0.151   19.681    0.194
  393.60     20.004    0.108   19.683    0.117
  395.48     20.004    0.085   19.871    0.115
  397.53     20.164    0.200   19.737    0.166
  398.44     20.050    0.116   19.822    0.136
  401.44     20.394    0.365   20.065    0.309
  402.47     19.874    0.119   19.726    0.144
  406.44    -99.000  -99.000   19.669    0.125
  408.46     20.170    0.231   19.925    0.259
  409.44     20.494    0.279   20.096    0.260
  411.49     20.087    0.088   19.925    0.113
  412.56     20.307    0.208   20.034    0.223
  413.64     20.573    0.397   20.269    0.381
  414.42     20.022    0.119   19.769    0.130
  414.65     20.171    0.133   19.821    0.133
  417.48     20.203    0.169   19.768    0.148
  417.68     20.054    0.229   20.195    0.444
  418.62     19.977    0.190   19.905    0.278
  419.44     19.995    0.123   19.764    0.141
  420.44     19.964    0.079   19.906    0.121
  420.54     20.050    0.138   19.772    0.154
  421.44    -99.000  -99.000   19.900    0.216
  421.60     21.101    0.918   20.682    0.779
  422.42     20.156    0.140   19.820    0.132
  422.53     20.040    0.108   19.856    0.138
  424.49     20.746    0.664  -99.000  -99.000
  425.42     20.278    0.219   19.839    0.179
  425.52     20.181    0.165   19.853    0.165
  426.42     20.069    0.161   19.830    0.181
  426.56     20.214    0.229   19.954    0.268
  427.58     20.552    0.401   20.299    0.414
  428.42     20.078    0.190   19.905    0.215
  430.52    -99.000  -99.000   19.926    0.284
  432.65    -99.000  -99.000   19.420    0.169
  435.41     20.017    0.117   19.893    0.159
  436.42     20.108    0.108   19.863    0.119
  436.55     20.322    0.212   19.952    0.197
  437.40     20.089    0.106   19.874    0.125
  437.64     20.062    0.175   20.089    0.254
  438.40     20.192    0.104   20.039    0.132
  438.58     19.920    0.117   19.671    0.127
  439.40     20.018    0.112   19.854    0.144
