58.6272.729
Time(days)     V    Verr    R    Rerr
  378.59     20.775    0.131  -99.000  -99.000
  398.72     21.239    0.235   20.848    0.241
  419.62     20.866    0.102   20.314    0.083
  422.69    -99.000  -99.000   20.606    0.309
  472.57     20.864    0.160   20.416    0.123
  500.46     20.962    0.214   20.497    0.176
  503.49     20.734    0.158   20.349    0.132
  541.79     21.206    0.464  -99.000  -99.000
  566.76     20.948    0.446  -99.000  -99.000
  580.78     20.702    0.307  -99.000  -99.000
  588.75     21.015    0.194  -99.000  -99.000
  599.70     21.002    0.226  -99.000  -99.000
  601.78     20.904    0.104  -99.000  -99.000
  631.77     20.971    0.168  -99.000  -99.000
  634.71     20.963    0.189  -99.000  -99.000
  644.72     21.415    0.401  -99.000  -99.000
  650.58     21.033    0.142  -99.000  -99.000
  660.62     20.760    0.092  -99.000  -99.000
  666.72     20.719    0.308  -99.000  -99.000
  684.66     20.738    0.082  -99.000  -99.000
  689.65     20.680    0.185  -99.000  -99.000
  694.64     20.815    0.154  -99.000  -99.000
  752.69     20.738    0.139   20.317    0.133
  757.69    -99.000  -99.000   21.108    0.775
  828.61     20.525    0.275   20.352    0.282
  890.76     19.974    0.198  -99.000  -99.000
  914.71     19.888    0.321  -99.000  -99.000
  919.73     19.921    0.170  -99.000  -99.000
  929.75     20.260    0.118  -99.000  -99.000
  948.73     20.206    0.218  -99.000  -99.000
  955.73     20.288    0.067  -99.000  -99.000
  963.76     20.141    0.323  -99.000  -99.000
  982.74     20.155    0.053  -99.000  -99.000
  996.75     20.178    0.195  -99.000  -99.000
  997.74     20.203    0.077  -99.000  -99.000
 1012.73     20.418    0.188  -99.000  -99.000
 1026.62     20.068    0.075  -99.000  -99.000
 1067.63     20.110    0.030  -99.000  -99.000
 1072.65     20.246    0.096  -99.000  -99.000
 1080.52     20.484    0.170  -99.000  -99.000
 1081.71     20.199    0.166   20.026    0.187
 1093.58     20.201    0.053  -99.000  -99.000
 1105.62     20.197    0.055  -99.000  -99.000
 1107.71     20.222    0.060   19.745    0.048
 1119.50     20.246    0.052   19.840    0.048
 1123.61     20.178    0.061   19.712    0.050
 1123.62     20.249    0.038  -99.000  -99.000
 1125.46     20.244    0.077   19.994    0.085
 1126.63     20.259    0.060   19.826    0.050
 1128.70     20.267    0.167   19.731    0.113
 1132.55     20.277    0.040   19.880    0.036
 1137.61     20.307    0.108   19.831    0.080
 1142.74    -99.000  -99.000   19.691    0.224
