2.5873.82
Time(days)     V    Verr    R    Rerr
  200.84    -99.000  -99.000   17.116    0.021
  201.66     17.679    0.036   17.092    0.021
  202.68     17.639    0.024   17.126    0.017
  206.63    -99.000  -99.000   17.084    0.016
  208.64    -99.000  -99.000   17.174    0.039
  209.64    -99.000  -99.000   17.192    0.022
  210.75    -99.000  -99.000   17.122    0.022
  211.61    -99.000  -99.000   17.124    0.018
  212.73    -99.000  -99.000   17.225    0.046
  213.60    -99.000  -99.000   17.100    0.018
  218.62     17.613    0.034   17.144    0.024
  218.81     17.627    0.019   17.154    0.017
  220.82     17.662    0.035   17.179    0.027
  227.64     17.719    0.042   17.192    0.024
  230.75     17.652    0.032   17.136    0.022
  231.73    -99.000  -99.000   17.106    0.014
  233.79    -99.000  -99.000   17.101    0.013
  261.66     17.536    0.017   17.089    0.015
  262.63     17.596    0.015   17.117    0.012
  264.70     17.558    0.023   17.114    0.020
  265.75     17.593    0.016   17.145    0.013
  269.78     17.586    0.017   17.132    0.014
  271.75     17.621    0.023   17.170    0.019
  272.78     17.575    0.012   17.117    0.011
  273.78     17.597    0.014   17.123    0.011
  296.54     17.575    0.018   17.121    0.013
  297.53     17.532    0.013   17.087    0.010
  300.75     17.555    0.013   17.110    0.011
  304.49    -99.000  -99.000   17.113    0.017
  305.53     17.536    0.011   17.092    0.009
  306.47     17.478    0.018   17.093    0.014
  307.47    -99.000  -99.000   17.142    0.027
  308.49     17.531    0.017   17.094    0.012
  308.66     17.537    0.013   17.111    0.012
  310.63     17.561    0.016   17.118    0.012
  312.63     17.527    0.045  -99.000  -99.000
  314.69     17.549    0.030   17.113    0.023
  316.53     17.549    0.015   17.098    0.012
  324.64     17.560    0.022   17.106    0.019
  326.53     17.546    0.012   17.081    0.010
  341.68     17.529    0.028   17.097    0.025
  342.52     17.480    0.026   17.028    0.022
  343.51     17.481    0.018   17.021    0.016
  361.52     17.522    0.015   17.077    0.014
  361.68     17.551    0.038   17.141    0.036
  362.54     17.544    0.010   17.100    0.010
  364.53     17.552    0.009   17.112    0.009
  364.72     17.546    0.010   17.113    0.011
  365.51     17.556    0.012   17.099    0.011
  365.71     17.537    0.014   17.108    0.015
  366.53     17.557    0.017   17.113    0.016
  373.48     17.564    0.012   17.123    0.010
  375.48     17.571    0.011   17.117    0.010
  377.50     17.608    0.018   17.124    0.017
  377.68     17.543    0.017   17.121    0.015
  378.49     17.567    0.011   17.113    0.010
  378.68     17.570    0.019   17.120    0.022
  379.48     17.583    0.009   17.107    0.009
  380.58     17.583    0.016   17.125    0.016
  380.74     17.446    0.040   17.071    0.043
  383.49     17.595    0.009   17.126    0.009
  383.68     17.595    0.019   17.133    0.017
  384.50     17.603    0.019   17.123    0.018
  384.66     17.575    0.012   17.117    0.012
  387.66     17.577    0.048   17.172    0.046
  391.68     17.608    0.029   17.142    0.025
  392.49     17.596    0.012   17.128    0.012
  392.61     17.594    0.014   17.130    0.013
  393.52     17.638    0.014   17.160    0.014
  393.64     17.599    0.014   17.136    0.013
  395.51     17.620    0.008   17.135    0.008
  395.64     17.560    0.015   17.109    0.018
  395.65     17.588    0.010   17.123    0.010
  397.59     17.610    0.014   17.189    0.014
  398.54     17.604    0.011   17.122    0.010
  398.63     17.617    0.014   17.138    0.013
  401.48    -99.000  -99.000   17.118    0.026
  402.55     17.616    0.017   17.151    0.013
  406.49     17.596    0.019   17.140    0.019
  409.48     17.603    0.017   17.131    0.016
  409.61     17.557    0.029   17.128    0.029
  412.62     17.561    0.021   17.128    0.021
  413.69     17.540    0.020   17.130    0.018
  414.46     17.625    0.009   17.156    0.008
  417.55     17.591    0.011   17.134    0.012
  420.48     17.575    0.011   17.125    0.011
  420.58     17.590    0.014   17.136    0.015
  421.49     17.589    0.016   17.132    0.015
  421.65     17.471    0.032   17.100    0.032
  422.47     17.591    0.010   17.131    0.009
  422.58     17.585    0.013   17.150    0.014
  423.64     17.517    0.042   17.125    0.040
  425.47     17.586    0.018   17.119    0.016
  425.56     17.581    0.016   17.123    0.016
  426.48     17.589    0.023   17.121    0.021
  426.64     17.616    0.018   17.129    0.016
  427.62     17.571    0.015   17.132    0.015
  428.46     17.562    0.021   17.126    0.018
  428.47     17.622    0.024   17.116    0.018
  430.57    -99.000  -99.000   17.116    0.016
  436.49     17.559    0.011   17.112    0.011
  437.45     17.578    0.011   17.120    0.011
  438.44     17.552    0.011   17.105    0.011
  439.44     17.559    0.013   17.098    0.013
  441.55     17.567    0.012   17.130    0.012
  442.52     17.560    0.009   17.099    0.009
  442.65     17.569    0.014   17.116    0.013
  444.43     17.532    0.015   17.093    0.015
  444.58     17.549    0.015   17.120    0.015
  445.50     17.544    0.010   17.111    0.010
  446.48     17.550    0.014   17.101    0.013
  446.60     17.567    0.010   17.112    0.010
  451.46     17.570    0.013   17.109    0.013
  451.57     17.572    0.021   17.114    0.020
  452.47     17.526    0.019   17.133    0.019
  453.50     17.536    0.015   17.114    0.015
  453.62     17.567    0.023   17.116    0.020
  454.46     17.579    0.010   17.139    0.010
  457.53     17.592    0.015   17.124    0.011
  459.50     17.532    0.046   17.105    0.032
  460.45    -99.000  -99.000   17.164    0.042
  461.48    -99.000  -99.000   17.122    0.017
  463.46     17.554    0.017   17.128    0.016
  465.47     17.568    0.013   17.125    0.014
  466.48     17.542    0.010   17.105    0.011
  469.52     17.569    0.017   17.123    0.015
  470.41     17.555    0.012   17.127    0.011
  471.42     17.584    0.012   17.139    0.009
  472.42     17.566    0.010   17.141    0.010
  473.42     17.587    0.007   17.149    0.007
  473.52     17.577    0.011   17.133    0.011
  474.42     17.596    0.013   17.146    0.009
  474.55     17.594    0.013   17.136    0.012
  475.42     17.596    0.009   17.137    0.009
  475.53     17.605    0.013   17.138    0.012
  476.41     17.575    0.016   17.119    0.016
  476.51     17.569    0.014   17.136    0.015
  477.40     17.620    0.017   17.146    0.016
  477.51     17.580    0.014   17.129    0.013
  478.42     17.605    0.012   17.151    0.010
  480.42     17.570    0.012   17.122    0.011
  481.57     17.561    0.025   17.110    0.021
  483.50     17.587    0.015   17.120    0.013
  484.43     17.589    0.016   17.123    0.013
  484.57     17.581    0.019   17.120    0.014
  485.42     17.578    0.013   17.134    0.011
  486.48     17.602    0.037   17.137    0.029
  488.48    -99.000  -99.000   17.098    0.046
  489.42     17.567    0.018   17.132    0.014
  491.41     17.575    0.016   17.144    0.015
  494.42     17.587    0.021   17.137    0.021
  495.39     17.596    0.017   17.128    0.016
  495.43     17.575    0.016   17.128    0.016
  497.40     17.606    0.012   17.142    0.012
  499.43    -99.000  -99.000   17.328    0.047
  500.40     17.607    0.015   17.151    0.014
  501.40     17.582    0.015   17.143    0.015
  502.40     17.580    0.012   17.140    0.011
  503.40     17.601    0.010   17.140    0.009
  504.41     17.585    0.012   17.141    0.012
  507.44     17.626    0.030   17.160    0.029
  509.81     17.586    0.024   17.118    0.022
  510.47     17.622    0.013   17.144    0.012
  511.40     17.611    0.014   17.153    0.013
  512.39     17.605    0.014   17.144    0.012
  517.39    -99.000  -99.000   17.078    0.053
  517.81     17.612    0.027   17.140    0.025
  518.81     17.594    0.031   17.112    0.024
  520.39     17.581    0.024   17.145    0.021
  520.80     17.562    0.031   17.133    0.026
  521.39     17.600    0.013   17.152    0.011
  521.81     17.556    0.028   17.105    0.022
  523.38     17.603    0.025   17.143    0.023
  528.80     17.597    0.050   17.103    0.038
  529.79     17.578    0.017   17.099    0.015
  530.39     17.616    0.012   17.163    0.011
  531.39     17.596    0.034   17.132    0.031
  533.41     17.574    0.019   17.120    0.018
  538.80     17.576    0.025   17.125    0.023
  539.77     17.577    0.030   17.048    0.024
  540.38     17.587    0.014   17.159    0.012
  541.39     17.572    0.021   17.118    0.017
  546.83     17.579    0.018   17.114    0.016
  555.78     17.549    0.021   17.106    0.018
  556.74     17.528    0.030   17.075    0.025
  556.75     17.547    0.048   17.100    0.038
  557.70     17.611    0.018   17.115    0.015
  558.69     17.542    0.026   17.092    0.022
  559.79     17.587    0.022   17.102    0.020
  560.69     17.576    0.041   17.094    0.033
  561.67     17.567    0.027   17.092    0.022
  562.67     17.628    0.050   17.127    0.036
  565.67     17.560    0.021   17.077    0.018
  566.68     17.580    0.020   17.086    0.017
  571.70     17.563    0.020   17.082    0.018
  572.64     17.551    0.018   17.060    0.014
  573.69     17.578    0.029   17.114    0.024
  576.71     17.554    0.020   17.090    0.015
  578.64    -99.000  -99.000   17.061    0.049
  580.66     17.575    0.032   17.085    0.020
  581.66     17.521    0.032   17.081    0.022
  585.65     17.532    0.030   17.103    0.025
  587.65     17.567    0.035   17.092    0.029
  588.68     17.554    0.013   17.089    0.012
  592.68     17.507    0.027   17.074    0.023
  593.61     17.559    0.043   17.042    0.031
