42.860.123
Time(days)     V    Verr    R    Rerr
  304.73     17.649    0.012   17.348    0.012
  306.71     17.677    0.008   17.365    0.008
  377.57     17.594    0.021   17.300    0.019
  414.72     17.580    0.014   17.320    0.014
  419.54     17.599    0.007   17.310    0.007
  442.61     17.600    0.010   17.315    0.008
  471.62     17.676    0.023   17.337    0.017
  500.56     17.615    0.022   17.327    0.018
  504.53     17.619    0.019   17.335    0.016
  565.77     17.630    0.011   17.345    0.011
  573.82     17.630    0.013   17.346    0.013
  587.74     17.624    0.018   17.337    0.018
  595.72     17.627    0.010   17.342    0.009
  601.72     17.639    0.009   17.337    0.008
  633.71     17.633    0.009   17.349    0.008
  647.65     17.603    0.016   17.318    0.015
  659.75     17.614    0.036   17.326    0.036
  664.71     17.585    0.009   17.323    0.009
  688.64     17.611    0.012   17.322    0.012
  692.65     17.606    0.010   17.332    0.009
  826.66     17.610    0.016   17.340    0.015
  840.60     17.598    0.021   17.286    0.014
  855.56     17.585    0.010   17.288    0.009
  915.84     17.566    0.026   17.291    0.039
  926.74     17.578    0.016   17.277    0.017
  931.73     17.567    0.018   17.272    0.016
  944.79     17.592    0.009   17.305    0.009
  951.77     17.600    0.008   17.301    0.008
  957.72     17.591    0.008   17.302    0.007
  969.76     17.590    0.009   17.297    0.009
  986.75     17.566    0.014   17.277    0.013
  995.67     17.529    0.028   17.252    0.027
  995.69     17.569    0.018   17.291    0.017
 1010.73     17.593    0.008   17.299    0.008
 1025.63     17.615    0.008   17.325    0.008
 1043.64     17.618    0.007   17.326    0.006
 1058.67     17.607    0.008   17.317    0.008
 1094.61     17.576    0.006   17.295    0.007
 1105.58     17.609    0.007   17.323    0.008
 1106.65     17.571    0.007   17.291    0.008
 1118.58     17.572    0.008   17.299    0.008
 1124.58     17.582    0.006   17.293    0.006
 1141.65    -99.000  -99.000   17.319    0.016
 1166.71     17.589    0.011   17.293    0.010
 1174.70     17.601    0.022   17.327    0.019
 1186.66     17.605    0.015   17.301    0.013
 1206.60     17.583    0.012   17.276    0.010
 1306.69     17.651    0.019   17.353    0.017
 1314.73     17.670    0.029   17.351    0.021
 1318.78     17.658    0.015   17.346    0.010
 1320.67     17.678    0.014   17.357    0.011
