52.4565.356
Time(days)     V    Verr    R    Rerr
  378.57     19.214    0.037   18.965    0.033
  397.75     19.154    0.070   18.902    0.058
  419.59     19.137    0.020   18.906    0.022
  471.56     19.081    0.083   18.825    0.075
  501.46     19.034    0.052   18.807    0.055
  542.76     19.063    0.069   18.858    0.070
  561.82     19.033    0.031   18.847    0.031
  566.83     19.048    0.038   18.871    0.039
  585.77     19.038    0.098   18.826    0.094
  593.69     19.071    0.113   18.850    0.102
  599.76     19.003    0.024   18.793    0.024
  632.69     18.960    0.039   18.768    0.037
  637.65    -99.000  -99.000   18.864    0.057
  645.68     18.988    0.023   18.802    0.025
  650.68     19.006    0.023   18.812    0.024
  660.69     19.004    0.022   18.781    0.021
  668.66     19.004    0.057   18.753    0.050
  684.75     19.084    0.034  -99.000  -99.000
  690.61     19.015    0.031   18.766    0.030
  753.66     18.994    0.032   18.809    0.035
  763.69     18.978    0.048   18.830    0.049
  837.57     19.182    0.066   18.822    0.048
  895.81     19.216    0.184   19.009    0.198
  914.72     19.038    0.119   18.859    0.128
  919.75     19.209    0.087   18.931    0.075
  929.76     19.211    0.031   18.971    0.034
  933.76     19.224    0.094   18.963    0.069
  948.74     19.197    0.091   18.991    0.091
  955.74     19.214    0.025   18.965    0.024
  963.77     19.122    0.106   18.927    0.079
  982.75     19.210    0.020   18.983    0.020
 1000.70     19.238    0.109   19.046    0.103
 1026.63     19.146    0.029   18.912    0.028
 1047.68     19.109    0.092   18.947    0.085
 1067.64     19.101    0.015   18.902    0.016
 1076.52     19.123    0.030   18.932    0.030
 1093.71     19.156    0.025   18.947    0.028
 1105.70     19.192    0.019   18.918    0.019
 1117.55     19.206    0.026   18.975    0.029
 1119.61     19.182    0.027   18.940    0.030
 1123.68     19.172    0.021   18.962    0.022
 1126.76     19.185    0.054   18.925    0.054
 1129.49     19.210    0.035   18.980    0.036
 1132.70     19.142    0.030   18.943    0.028
 1164.68     19.236    0.041   19.037    0.038
 1174.60     19.128    0.042   18.990    0.044
 1185.53     19.210    0.031   18.961    0.031
 1206.50     19.160    0.024   18.953    0.025
 1304.79     19.082    0.061   18.879    0.060
 1313.82     19.080    0.030   18.880    0.028
 1316.75     19.122    0.067   18.859    0.043
 1319.79     19.069    0.031   18.865    0.024
 1323.74     19.067    0.058   18.843    0.051
 1330.68     19.044    0.026   18.851    0.024
 1334.80     19.062    0.019   18.872    0.019
 1338.80     18.990    0.034   18.805    0.033
 1343.77     19.071    0.039   18.880    0.039
 1347.75     19.119    0.046   18.905    0.032
 1359.60     19.076    0.032   18.883    0.030
 1364.64     19.005    0.025   18.826    0.024
 1374.72     18.967    0.095   18.797    0.071
 1390.63     19.089    0.037   18.927    0.038
 1422.67     19.049    0.031   18.848    0.032
