78.5855.788
Time(days)     V    Verr    R    Rerr
  202.63    -99.000  -99.000   18.388    0.060
  208.78     18.670    0.034   18.420    0.036
  211.79     18.757    0.027   18.505    0.029
  219.83     18.716    0.051   18.482    0.042
  259.61     18.559    0.029   18.359    0.038
  262.59     18.666    0.025   18.470    0.025
  265.71    -99.000  -99.000   18.412    0.028
  272.68     18.619    0.015   18.428    0.018
  278.78     18.605    0.026  -99.000  -99.000
  285.43     18.626    0.025   18.410    0.027
  285.69    -99.000  -99.000   18.394    0.028
  286.55     18.614    0.024   18.362    0.027
  294.50     18.606    0.022   18.387    0.023
  295.70     18.595    0.016   18.411    0.018
  296.51     18.627    0.019   18.392    0.021
  297.48     18.658    0.020   18.451    0.024
  300.71     18.584    0.023   18.388    0.030
  304.45    -99.000  -99.000   18.501    9.999
  305.48     18.658    0.022   18.420    0.022
  306.43    -99.000  -99.000   18.468    0.046
  307.44    -99.000  -99.000   18.492    9.999
  308.43     18.679    0.045   18.409    0.040
  308.62     18.638    0.022   18.443    0.022
  310.59     18.616    0.036   18.385    0.034
  310.74     18.608    0.021   18.482    0.029
  315.46     18.636    0.031   18.443    0.036
  316.49     18.880    0.043   18.462    0.030
  316.65    -99.000  -99.000   18.480    9.999
  318.55     18.722    0.038   18.482    0.040
  318.68     18.691    0.033   18.462    0.033
  324.58    -99.000  -99.000   18.473    9.999
  324.71    -99.000  -99.000   18.468    9.999
  325.64     18.675    0.015   18.502    0.019
  326.49     18.635    0.016   18.453    0.019
  341.64    -99.000  -99.000   18.496    9.999
  342.47    -99.000  -99.000   18.497    9.999
  342.61    -99.000  -99.000   18.465    9.999
  343.47     18.598    0.045   18.414    0.054
  343.59     18.678    9.999   18.482    9.999
  344.70     18.585    0.039   18.447    0.047
  351.52     18.523    0.048   18.432    0.076
  361.47     18.679    9.999   18.462    9.999
  362.50     18.617    0.021   18.421    0.022
  362.62     18.621    0.016   18.428    0.019
  362.66     18.531    0.021  -99.000  -99.000
  362.73     18.589    0.032  -99.000  -99.000
  364.48     18.618    0.018   18.425    0.020
  364.61     18.645    0.023   18.408    0.026
  364.66     18.597    0.018  -99.000  -99.000
  365.47     18.654    9.999   18.405    0.039
  365.62    -99.000  -99.000   18.427    0.050
  365.66     18.706    9.999  -99.000  -99.000
  366.50     18.667    9.999   18.436    0.039
  366.60     18.637    0.048   18.402    0.050
  372.51    -99.000  -99.000   18.464    9.999
  373.44     18.619    0.031   18.422    0.033
  373.56     18.619    0.036   18.401    0.035
  373.68     18.542    0.043  -99.000  -99.000
  375.45     18.613    0.022   18.437    0.025
  375.56     18.591    0.031   18.377    0.029
  375.68     18.705    9.999  -99.000  -99.000
  376.47     18.640    9.999   18.427    9.999
  377.46     18.670    9.999   18.466    9.999
  377.60     18.680    9.999   18.437    0.079
  377.64     18.582    0.155  -99.000  -99.000
  378.45     18.619    0.018   18.407    0.022
  378.56     18.619    0.020   18.418    0.024
  378.64     18.698    9.999  -99.000  -99.000
  379.45     18.641    0.028   18.434    0.029
  380.48     18.691    9.999   18.474    9.999
  380.63     18.616    0.037  -99.000  -99.000
  381.44     18.655    0.021  -99.000  -99.000
  383.45     18.626    0.018   18.416    0.022
  383.55     18.649    0.016   18.447    0.018
  383.64     18.678    9.999  -99.000  -99.000
  384.45     18.682    9.999   18.479    9.999
  384.59     18.684    0.036   18.451    0.040
  384.62     18.661    0.028  -99.000  -99.000
  387.53    -99.000  -99.000   18.491    0.037
  387.62     18.847    0.133  -99.000  -99.000
  388.53     18.704    9.999   18.487    9.999
  388.62     18.702    9.999  -99.000  -99.000
  391.62     18.711    9.999  -99.000  -99.000
  392.44     18.635    0.018   18.412    0.024
  392.55     18.628    0.021   18.408    0.023
  392.57     18.656    0.021  -99.000  -99.000
  393.45     18.654    9.999   18.357    0.046
  393.60     18.645    0.022  -99.000  -99.000
  395.48     18.628    0.017   18.409    0.019
  397.54     18.658    9.999   18.366    0.042
  398.45     18.648    0.026   18.376    0.025
  401.44     18.690    9.999   18.480    9.999
  402.47     18.669    0.039   18.406    0.034
  406.44     18.657    9.999   18.410    0.032
  408.47     18.676    9.999   18.470    9.999
  409.44     18.692    9.999   18.468    9.999
  409.56     18.680    9.999  -99.000  -99.000
  409.75     18.661    9.999  -99.000  -99.000
  411.49     18.682    0.022   18.455    0.023
  412.57     18.689    9.999  -99.000  -99.000
  413.65     18.685    9.999  -99.000  -99.000
  414.43     18.645    0.020   18.435    0.020
  414.66     18.664    0.023  -99.000  -99.000
  417.49     18.625    0.024   18.445    0.025
  417.69     18.676    9.999  -99.000  -99.000
  418.63     18.470    0.248  -99.000  -99.000
  419.45     18.688    9.999  -99.000  -99.000
  420.44     18.684    0.017   18.471    0.018
  420.54     18.707    9.999  -99.000  -99.000
  420.66     18.673    0.024  -99.000  -99.000
  421.63     18.689    9.999  -99.000  -99.000
  421.72     18.692    9.999  -99.000  -99.000
  422.43     18.658    0.022   18.465    0.023
  422.53     18.604    0.031  -99.000  -99.000
  422.66     18.702    9.999  -99.000  -99.000
  425.42     18.679    9.999   18.474    9.999
  425.53     18.686    9.999  -99.000  -99.000
  425.66     18.691    9.999  -99.000  -99.000
  426.42     18.634    0.038   18.382    0.033
  426.57     18.701    9.999  -99.000  -99.000
  426.71     18.683    9.999  -99.000  -99.000
  427.59     18.714    9.999  -99.000  -99.000
  427.70     18.690    9.999  -99.000  -99.000
  428.42     18.687    0.049   18.410    0.039
  430.53     18.713    9.999  -99.000  -99.000
