25.3469.117
Time(days)     V    Verr    R    Rerr
  200.83     18.002    0.028   17.796    0.030
  208.77     18.005    0.019   17.752    0.020
  218.77     18.066    0.016   17.771    0.019
  219.82     18.036    0.016   17.770    0.016
  220.77     18.071    0.027   17.777    0.024
  231.69     18.073    0.016   17.796    0.016
  233.73     18.088    0.016   17.815    0.016
  262.79     18.163    0.016   17.835    0.013
  294.69     18.099    0.011   17.827    0.010
  296.69     18.128    0.064   17.844    0.059
  304.63     18.042    0.015   17.789    0.014
  305.71     18.084    0.012   17.789    0.011
  306.61     18.091    0.016   17.795    0.014
  308.67     18.054    0.013   17.798    0.011
  315.68     18.036    0.021   17.780    0.020
  316.72     18.129    0.020   17.822    0.019
  342.74     17.712    0.067  -99.000  -99.000
  343.66     18.046    0.041   17.797    0.046
  375.57     17.954    0.018   17.705    0.015
  392.75     17.940    0.034   17.689    0.036
  414.53     17.880    0.011   17.668    0.009
  422.68     17.894    0.025   17.624    0.020
  445.62     17.876    0.022   17.636    0.020
  459.62    -99.000  -99.000   17.865    0.220
  472.55     17.899    0.013   17.654    0.011
  485.54     17.844    0.094   17.674    0.071
  503.48     17.970    0.017   17.682    0.014
  512.48     17.923    0.023   17.641    0.017
  523.45    -99.000  -99.000   17.811    0.098
  540.84     17.979    0.018   17.702    0.023
  557.83     18.006    0.025   17.768    0.025
  565.83     17.988    0.034   17.749    0.053
  580.76     17.997    0.028   17.769    0.022
  587.80     18.014    0.014   17.777    0.015
  599.69     18.084    0.014   17.850    0.013
  601.75     18.049    0.013   17.797    0.014
  610.71     17.988    0.041   17.744    0.035
  631.74     17.986    0.012   17.722    0.011
  634.68     17.982    0.013   17.715    0.011
  647.71     17.978    0.022   17.744    0.022
  660.60     17.977    0.012   17.742    0.012
  666.70     17.937    0.025   17.689    0.020
  684.64     18.026    0.009   17.742    0.008
  689.63     18.033    0.014   17.904    0.016
  694.61     18.026    0.014   17.749    0.011
  752.66     18.065    0.018   17.776    0.016
