17.2227.488
Time(days)     V    Verr    R    Rerr
  200.77    -99.000  -99.000   18.912    0.131
  201.80     19.182    0.097   18.815    0.090
  206.74     19.229    0.068   18.862    0.066
  208.72     18.895    0.100   18.700    0.098
  209.71     19.031    0.060  -99.000  -99.000
  218.72     18.999    0.041   18.691    0.043
  219.76     19.041    0.044   18.824    0.048
  220.71     19.237    0.090   18.745    0.059
  261.80     19.379    0.104   18.939    0.066
  262.75     19.066    0.029   18.772    0.026
  285.65     19.057    0.040   18.679    0.033
  292.69     19.186    0.134   18.896    0.115
  294.63     19.139    0.030   18.785    0.026
  296.64     19.126    0.043   18.744    0.036
  304.58     19.193    0.053   18.858    0.045
  305.66     19.129    0.023   18.815    0.021
  306.56     19.130    0.051   18.833    0.042
  308.57     19.044    0.040   18.797    0.033
  315.63     19.146    0.054   18.761    0.044
  316.63     19.094    0.059   18.734    0.049
  318.66     19.196    0.050   19.027    0.051
  324.74     19.536    0.203   19.035    0.120
  342.59     19.225    0.125   18.724    0.082
  343.62     19.209    0.127   18.864    0.090
  365.60     19.166    0.043   18.795    0.035
  373.58     19.190    0.067   18.869    0.054
  378.76    -99.000  -99.000   18.742    0.113
  392.67     19.195    0.046   18.769    0.035
  414.51     19.248    0.025   18.848    0.021
  420.67     19.214    0.047   18.924    0.042
  436.59     19.333    0.083   18.932    0.058
  445.57     19.278    0.120   19.022    0.114
  457.61     19.262    0.108   18.948    0.064
  472.50     19.262    0.042   18.860    0.034
  476.57     19.203    0.063   18.918    0.051
  485.49     19.134    0.164   18.856    0.115
  488.54    -99.000  -99.000   18.823    0.172
  497.46     19.205    0.239  -99.000  -99.000
  501.52     19.069    0.107   18.869    0.103
  502.46     19.236    0.039   18.875    0.034
  511.48     19.253    0.091   18.904    0.065
  540.79     18.994    0.138   18.789    0.042
  557.79     19.095    0.132   18.799    0.052
  558.84     19.108    0.140   18.809    0.155
  565.79     19.053    0.045   18.685    0.039
  576.79     19.067    0.065   18.810    0.061
  578.76     19.050    0.109   18.728    0.068
  587.75     19.102    0.170   18.707    0.126
  595.73     18.956    0.042   18.687    0.039
  610.65     18.889    0.113   18.761    0.098
  633.72     19.026    0.035   18.684    0.030
  647.66     18.984    0.074   18.703    0.067
  660.53     18.931    0.030   18.599    0.028
  666.65     18.889    0.176   18.498    0.043
  684.59     18.826    0.017   18.539    0.015
  688.65     18.795    0.039   18.496    0.035
  692.66     18.868    0.029   18.513    0.024
  749.72     18.883    0.053   18.559    0.041
  752.56     18.964    0.056   18.607    0.044
  775.60     18.919    0.020   18.575    0.017
  792.61     18.931    0.037   18.610    0.032
  803.64     18.986    0.046  -99.000  -99.000
  827.61     18.957    0.051   18.625    0.034
  842.57     18.898    0.090   18.582    0.050
  861.54     19.082    0.075   18.665    0.050
  895.83     19.143    0.086   18.783    0.087
  907.79     19.189    0.101   18.787    0.068
  909.77     19.076    0.144   18.816    0.122
  923.75     18.988    0.068   18.701    0.055
  930.73     19.120    0.134   18.772    0.094
  936.79     18.898    0.054   18.548    0.039
  949.78     18.965    0.052   18.628    0.043
