63.7365.151
Time(days)     V    Verr    R    Rerr
  378.62     18.641    0.024   18.351    0.032
  419.66     18.673    0.018   18.354    0.020
  436.61     18.718    0.054   18.386    0.060
  445.42     18.643    0.011   18.340    0.027
  472.49     18.695    0.016   18.380    0.020
  495.47     18.708    0.039   18.363    0.045
  501.47     18.661    0.037   18.354    0.045
  563.81     18.683    0.068   18.391    0.075
  573.76     18.683    0.049   18.326    0.047
  586.76     18.677    0.069   18.391    0.067
  593.76     18.721    0.027   18.330    0.027
  599.83     18.724    0.042  -99.000  -99.000
  633.65     18.626    0.017   18.338    0.017
  646.68     18.639    0.038   18.347    0.040
  659.68     18.632    0.015   18.317    0.015
  663.71     18.592    0.029   18.295    0.032
  686.68     18.628    0.014   18.319    0.016
  690.67     18.760    0.034   18.370    0.024
  690.68     18.640    0.020   18.346    0.024
  754.72     18.769    0.065   18.487    0.087
  767.64     18.768    0.027   18.418    0.030
  776.70     18.718    0.033   18.427    0.036
  803.58     18.813    0.019   18.456    0.020
  827.58     18.822    0.028   18.482    0.028
  911.82     18.890    0.031   18.547    0.031
  919.72     18.935    0.048   18.564    0.046
  929.74     18.877    0.041   18.556    0.044
  932.79     18.916    0.105   18.480    0.078
  946.80     18.859    0.023   18.492    0.024
  955.72     18.815    0.018   18.475    0.017
  963.75     18.868    0.104   18.581    0.080
  982.73     18.823    0.016   18.468    0.016
  996.74     18.857    0.063   18.504    0.056
 1012.72     18.880    0.044   18.544    0.042
 1026.61     18.816    0.021   18.485    0.022
 1047.65     18.771    0.050  -99.000  -99.000
 1047.66     18.891    0.055  -99.000  -99.000
 1076.59     18.834    0.020  -99.000  -99.000
 1094.55     18.806    0.012   18.481    0.014
 1106.60     18.788    0.020   18.459    0.022
 1117.62     18.777    0.020   18.463    0.022
 1120.54     18.744    0.060   18.365    0.069
 1123.74     18.786    0.015   18.442    0.017
 1129.57     18.739    0.014   18.417    0.017
 1165.53     18.839    0.046   18.590    0.076
 1174.64     18.792    0.036   18.407    0.032
 1185.59     18.814    0.040   18.467    0.039
 1206.54     18.817    0.019   18.475    0.019
 1314.65     18.974    0.129   18.490    0.086
 1314.68     18.825    0.117   18.499    0.098
 1316.83     18.827    0.048   18.456    0.037
 1320.61     18.871    0.058   18.482    0.042
 1324.64     18.833    0.026   18.462    0.025
 1330.76     18.835    0.016   18.475    0.015
 1349.69     18.809    0.031   18.459    0.027
 1359.67     18.810    0.014   18.473    0.014
 1364.70     18.810    0.019   18.461    0.018
 1380.71     18.796    0.037  -99.000  -99.000
 1455.71     18.755    0.027   18.417    0.033
 1485.70     18.770    0.015   18.441    0.015
 1505.73     18.832    0.038   18.472    0.038
 1563.50     18.865    0.062   18.494    0.064
 1593.51     18.811    0.052   18.418    0.053
 1605.45     18.832    0.029   18.464    0.025
 1679.81     18.820    0.035   18.426    0.034
 1726.75     18.814    0.020   18.427    0.018
 1727.59     18.738    0.049   18.467    0.041
 1746.66     18.824    0.013   18.503    0.013
 1754.65     18.796    0.014   18.456    0.013
 1772.70     18.772    0.019   18.401    0.021
 1778.74     18.756    0.039   18.454    0.047
 1788.70     18.761    0.019   18.443    0.020
 1805.61     18.772    0.014   18.443    0.015
 1814.63     18.752    0.023   18.454    0.025
 1822.64     18.766    0.029   18.462    0.026
 1822.73     18.793    0.033   18.435    0.029
 1838.61     18.822    0.012   18.473    0.014
 1847.60     18.887    0.046   18.440    0.038
 1859.52     18.844    0.016   18.497    0.017
 1871.68     18.854    0.023   18.502    0.022
 1874.50     18.833    0.029   18.475    0.028
 1884.64     18.893    0.028   18.518    0.025
 1895.53     18.865    0.017   18.524    0.019
 1898.53     18.909    0.021   18.579    0.024
 1902.56     18.906    0.036   18.574    0.034
 1906.54     18.885    0.055   18.576    0.043
 1909.47     18.915    0.043   18.605    0.036
 1911.61     18.089    0.063  -99.000  -99.000
 1916.60     18.929    0.026   18.600    0.027
 1919.55     18.958    0.042   18.616    0.044
 1925.45     18.901    0.026   18.590    0.027
 1929.54     18.941    0.049   18.598    0.044
 1931.57     18.880    0.060   18.556    0.047
 1940.42     18.871    0.031   18.538    0.031
 1943.48     18.874    0.025   18.516    0.025
 1949.50     18.889    0.032   18.493    0.032
 1954.45     18.848    0.047   18.491    0.046
 1978.42     19.047    0.037   18.557    0.025
 1984.80     18.807    0.035   18.486    0.035
 1991.79     18.775    0.049   18.442    0.051
 2024.77     18.770    0.040   18.406    0.036
 2029.67     18.718    0.048   18.393    0.034
 2035.73     18.731    0.026   18.421    0.029
 2038.71     18.756    0.056   18.465    0.064
 2046.78     18.811    0.019   18.452    0.019
 2051.67     18.824    0.050   18.405    0.042
 2056.80     18.875    0.044   18.465    0.031
 2058.73     18.763    0.037   18.459    0.032
 2064.38     18.744    0.015   18.423    0.018
 2066.66     18.742    0.016   18.408    0.015
 2077.72     18.745    0.016   18.410    0.016
 2081.64     18.742    0.033   18.453    0.031
 2094.65     18.701    0.016   18.393    0.016
 2096.59     18.693    0.029   18.387    0.027
 2097.72     18.681    0.015   18.355    0.016
 2099.58     18.738    0.023   18.363    0.020
 2101.74     18.663    0.027   18.351    0.028
 2106.76     18.663    0.017   18.360    0.018
 2108.65     18.678    0.043   18.357    0.039
 2109.75     18.681    0.041   18.313    0.037
 2111.58     18.721    0.038   18.356    0.027
 2112.62     18.770    0.139   18.513    0.106
 2113.71     18.709    0.078   18.265    0.051
 2115.64     18.701    0.059   18.336    0.054
 2120.70     18.663    0.016   18.324    0.016
 2122.66     18.680    0.017   18.356    0.016
 2136.68     18.671    0.013   18.331    0.014
 2144.74     18.655    0.029   18.316    0.030
 2147.57     18.656    0.014   18.327    0.016
 2151.67     18.646    0.015   18.294    0.015
 2153.60     18.690    0.023   18.336    0.022
 2161.54     18.666    0.014   18.331    0.015
